Rent,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom
22000,0.0,0.22632794457274827,0.625,1.0,1.0,1.0,0.5,0.0
65000,0.5714285714285714,0.5034642032332562,1.0,0.5,1.0,0.5,0.0,0.8000000000000002
55000,0.5714285714285714,0.3963048498845266,1.0,0.5,1.0,1.0,1.0,0.8000000000000002
55000,0.2857142857142857,0.3418013856812933,1.0,0.5,1.0,0.5,0.5,0.4
36000,0.0,0.2448036951501155,0.5,1.0,1.0,1.0,0.5,0.4
230000,0.8571428571428571,0.9653579676674364,1.0,0.5,1.0,0.0,1.0,1.0
22000,0.0,0.20323325635103925,0.75,0.5,1.0,0.5,1.0,0.4
170000,0.5714285714285714,0.7344110854503464,1.0,0.5,1.0,0.5,1.0,1.0
34000,0.0,0.2540415704387991,0.625,1.0,1.0,0.5,0.0,0.4
45000,0.0,0.22632794457274827,0.5,0.5,1.0,1.0,0.0,0.0
14000,0.0,0.13625866050808313,0.5,0.5,1.0,1.0,0.5,0.0
75000,0.5714285714285714,0.44341801385681295,0.375,0.5,1.0,0.0,0.5,0.4
7000,0.0,0.21709006928406466,0.75,0.5,1.0,1.0,0.5,0.0
55000,0.2857142857142857,0.3279445727482679,0.375,0.5,1.0,0.5,0.5,0.4
55000,0.2857142857142857,0.4341801385681293,1.0,0.5,1.0,0.5,1.0,0.4
700000,0.8571428571428571,0.9999999999999999,1.0,0.5,1.0,0.0,0.5,1.0
140000,0.5714285714285714,0.6651270207852193,1.0,0.5,1.0,0.0,1.0,0.8000000000000002
42000,0.2857142857142857,0.35288683602771365,1.0,0.5,1.0,0.5,1.0,0.4
27000,0.0,0.20323325635103925,0.5,1.0,1.0,1.0,1.0,0.0
60000,0.5714285714285714,0.45727482678983833,0.375,0.5,1.0,0.5,0.0,0.8000000000000002
17000,0.0,0.15242494226327946,0.375,1.0,1.0,0.5,0.5,0.0
30000,0.0,0.19399538106235567,1.0,0.5,1.0,0.5,0.5,0.4
45000,0.2857142857142857,0.3288683602771363,0.75,0.5,1.0,1.0,0.5,0.4
90000,0.5714285714285714,0.5274826789838337,1.0,0.5,1.0,0.0,0.5,0.4
25000,0.0,0.29145496535796767,0.625,1.0,1.0,1.0,0.5,0.0
70000,0.2857142857142857,0.3695150115473441,0.75,0.5,1.0,0.0,0.5,0.4
90000,0.2857142857142857,0.3648960739030023,0.875,0.5,1.0,0.0,1.0,0.4
110000,0.2857142857142857,0.39953810623556585,1.0,0.5,1.0,1.0,0.5,0.4
20000,0.2857142857142857,0.3187066974595843,1.0,1.0,1.0,1.0,1.0,0.4
35000,0.0,0.18937644341801385,0.25,1.0,1.0,0.5,0.5,0.0
80000,0.5714285714285714,0.6420323325635103,0.375,0.5,1.0,0.0,0.5,0.8000000000000002
54500,0.2857142857142857,0.34549653579676676,1.0,0.5,1.0,0.5,0.5,0.4
350000,0.8571428571428571,0.9999999999999999,1.0,0.5,1.0,1.0,0.0,1.0
45000,0.0,0.21709006928406466,1.0,0.5,1.0,0.0,0.5,0.4
38000,0.0,0.24942263279445726,1.0,0.5,1.0,1.0,0.0,0.4
90000,0.2857142857142857,0.4110854503464203,1.0,0.5,1.0,0.5,0.0,0.4
22000,0.0,0.18013856812933027,1.0,1.0,1.0,1.0,0.5,0.0
70000,0.2857142857142857,0.3464203233256351,1.0,0.5,1.0,0.5,0.5,0.4
380000,0.8571428571428571,0.9999999999999999,1.0,0.5,1.0,1.0,0.0,1.0
50000,0.0,0.18013856812933027,1.0,0.5,1.0,0.5,0.5,0.0
680000,0.8571428571428571,0.9016166281755196,1.0,0.5,1.0,0.5,0.5,1.0
140000,0.5714285714285714,0.5034642032332562,1.0,0.5,1.0,0.5,0.5,0.8000000000000002
40000,0.2857142857142857,0.3648960739030023,0.375,1.0,1.0,0.5,0.5,0.4
32000,0.2857142857142857,0.2678983833718245,1.0,0.5,1.0,1.0,1.0,0.4
78000,0.2857142857142857,0.27251732101616627,1.0,0.5,1.0,0.5,0.5,0.4
280000,0.8571428571428571,0.9999999999999999,1.0,0.5,1.0,0.5,0.5,1.0
45000,0.2857142857142857,0.3048498845265589,1.0,0.5,1.0,1.0,0.5,0.4
65000,0.2857142857142857,0.4387990762124711,1.0,0.5,1.0,0.5,0.5,0.4
65000,0.2857142857142857,0.6882217090069284,0.75,1.0,1.0,0.5,0.5,0.8000000000000002
35000,0.0,0.22632794457274827,0.375,1.0,1.0,0.5,0.5,0.0
90000,0.5714285714285714,0.5127020785219399,1.0,0.5,1.0,0.0,1.0,0.4
250000,0.8571428571428571,0.9999999999999999,1.0,0.5,1.0,0.5,0.0,1.0
70000,0.5714285714285714,0.9999999999999999,0.25,0.5,0.0,0.0,0.5,0.8000000000000002
10500,0.2857142857142857,0.3648960739030023,0.625,1.0,0.0,0.5,0.5,0.4
13000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.0,0.5,0.5,0.4
17000,0.2857142857142857,0.47575057736720555,0.75,1.0,0.0,0.0,0.5,0.4
21000,0.5714285714285714,0.6434180138568129,0.375,1.0,0.0,0.5,0.5,0.8000000000000002
10000,0.2857142857142857,0.27251732101616627,0.625,1.0,0.0,0.0,0.5,0.0
61500,0.8571428571428571,0.9999999999999999,0.375,0.5,0.0,0.5,0.0,0.8000000000000002
13000,0.2857142857142857,0.38799076212471134,0.375,0.5,0.0,0.5,1.0,0.4
7500,0.0,0.18013856812933027,0.375,1.0,0.0,1.0,0.5,0.0
17000,0.2857142857142857,0.45727482678983833,0.625,1.0,0.0,0.5,0.5,0.4
25000,0.5714285714285714,0.6189376443418013,0.875,0.5,0.0,0.5,0.0,0.8000000000000002
10500,0.2857142857142857,0.3648960739030023,0.375,0.5,0.0,0.5,0.5,0.4
8000,0.0,0.15704387990762125,0.625,1.0,0.0,0.5,0.5,0.0
9500,0.0,0.4110854503464203,0.25,1.0,0.0,0.5,0.5,0.0
50000,0.5714285714285714,0.9191685912240184,0.375,0.5,0.0,0.5,0.5,0.8000000000000002
13000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,0.5,0.5,0.4
13500,0.0,0.27251732101616627,0.375,1.0,0.0,0.5,0.5,0.0
13000,0.2857142857142857,0.3187066974595843,0.25,0.5,0.0,0.5,0.5,0.0
15000,0.0,0.27251732101616627,0.5,1.0,0.0,0.5,0.0,0.0
15000,0.2857142857142857,0.6420323325635103,0.25,1.0,0.0,0.0,0.5,0.8000000000000002
7000,0.0,0.27251732101616627,0.25,1.0,0.0,1.0,0.5,0.0
25000,0.2857142857142857,0.3510392609699769,1.0,1.0,0.0,0.0,0.5,0.4
17000,0.2857142857142857,0.4110854503464203,0.375,0.5,0.0,0.5,1.0,0.4
7500,0.0,0.22632794457274827,0.25,1.0,0.0,0.0,0.5,0.0
15000,0.2857142857142857,0.5034642032332562,0.375,1.0,0.0,1.0,0.5,0.4
7500,0.0,0.22632794457274827,0.375,1.0,0.0,0.5,0.5,0.0
25000,0.5714285714285714,0.5773672055427251,0.25,1.0,0.0,0.0,0.5,0.8000000000000002
54000,0.5714285714285714,0.8036951501154734,0.5,0.5,0.0,0.5,0.5,0.8000000000000002
14500,0.0,0.27251732101616627,0.375,0.5,0.0,0.5,0.0,0.0
4500,0.0,0.20323325635103925,0.25,1.0,0.0,0.5,0.5,0.0
10500,0.2857142857142857,0.3648960739030023,0.625,1.0,0.0,0.5,0.5,0.0
5500,0.0,0.18013856812933027,0.25,1.0,0.0,1.0,0.5,0.0
16000,0.2857142857142857,0.27251732101616627,0.375,0.5,0.0,1.0,0.0,0.4
7000,0.0,0.18013856812933027,0.25,1.0,0.0,1.0,0.5,0.0
12500,0.2857142857142857,0.4110854503464203,0.25,1.0,0.0,0.0,0.5,0.4
10000,0.2857142857142857,0.5496535796766743,0.25,1.0,0.0,0.5,0.5,0.0
18000,0.2857142857142857,0.4780600461893764,0.375,0.5,0.0,0.5,0.0,0.4
28000,0.5714285714285714,0.46697459584295614,1.0,0.5,0.0,0.0,0.0,0.8000000000000002
12000,0.5714285714285714,0.5496535796766743,0.25,1.0,0.0,1.0,0.5,0.4
13000,0.2857142857142857,0.45727482678983833,0.375,0.5,0.0,1.0,0.5,0.0
50000,0.2857142857142857,0.5866050808314087,0.5,0.5,0.0,0.0,0.5,0.4
7000,0.0,0.20323325635103925,0.375,0.5,0.0,0.5,0.5,0.0
30000,0.2857142857142857,0.20323325635103925,0.5,1.0,0.0,1.0,0.5,0.4
10000,0.0,0.27251732101616627,0.625,1.0,0.0,0.5,0.5,0.4
15000,0.2857142857142857,0.3648960739030023,0.5,1.0,0.0,0.5,0.5,0.4
7500,0.0,0.22632794457274827,0.5,1.0,0.0,1.0,0.5,0.0
45000,0.5714285714285714,0.7713625866050807,1.0,1.0,0.0,0.5,0.5,0.8000000000000002
65000,0.5714285714285714,0.9191685912240184,1.0,0.5,0.0,0.5,0.0,0.8000000000000002
12000,0.0,0.22632794457274827,0.375,0.5,0.0,0.5,0.0,0.0
7000,0.0,0.22632794457274827,0.5,0.5,0.0,0.5,0.0,0.0
9000,0.0,0.3648960739030023,0.5,1.0,0.0,1.0,0.5,0.0
23000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.0,0.5,1.0,0.4
30000,0.2857142857142857,0.5496535796766743,0.625,1.0,0.0,0.5,0.5,0.4
8000,0.0,0.22632794457274827,0.5,0.5,0.0,1.0,0.5,0.0
16000,0.2857142857142857,0.5288683602771362,0.625,1.0,0.0,0.5,1.0,0.4
7500,0.0,0.19861431870669746,0.625,1.0,0.0,0.5,0.5,0.0
20000,0.2857142857142857,0.47575057736720555,0.375,0.5,0.0,0.5,0.5,0.4
110000,0.8571428571428571,0.9999999999999999,1.0,0.5,0.0,0.0,0.0,1.0
30000,0.5714285714285714,0.5496535796766743,0.375,1.0,0.0,0.5,0.5,0.4
20000,0.5714285714285714,0.7344110854503464,0.5,1.0,0.0,0.5,1.0,0.8000000000000002
84000,0.8571428571428571,0.9999999999999999,1.0,0.5,0.0,1.0,0.0,1.0
17000,0.2857142857142857,0.45727482678983833,0.5,1.0,0.0,0.5,0.5,0.4
15000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.0,0.5,0.5,0.4
6000,0.0,0.18013856812933027,0.75,1.0,0.0,0.5,0.5,0.0
16000,0.2857142857142857,0.4341801385681293,0.375,0.5,0.0,0.0,0.5,0.8000000000000002
9500,0.2857142857142857,0.24018475750577367,0.375,0.5,0.0,0.5,0.5,0.0
8000,0.0,0.13394919168591224,0.25,0.5,0.0,1.0,0.5,0.0
15000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.0,0.5,0.5,0.4
12000,0.0,0.20323325635103925,0.625,1.0,0.0,1.0,0.5,0.0
10000,0.0,0.27251732101616627,0.25,0.5,0.0,0.5,0.0,0.0
16000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.0,1.0,0.5,0.4
11000,0.0,0.18013856812933027,0.375,1.0,0.0,1.0,0.5,0.0
11000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,1.0,0.5,0.4
20000,0.2857142857142857,0.5057736720554272,0.375,1.0,0.0,0.5,0.5,0.4
24000,0.5714285714285714,0.6558891454965358,0.625,1.0,0.0,0.5,0.5,0.4
14500,0.2857142857142857,0.38799076212471134,0.5,1.0,0.0,0.5,0.5,0.4
4000,0.0,0.2956120092378753,0.375,1.0,0.0,1.0,0.5,0.0
12000,0.2857142857142857,0.5496535796766743,0.25,1.0,0.0,1.0,0.5,0.4
8500,0.2857142857142857,0.27251732101616627,0.375,1.0,0.0,1.0,0.5,0.4
9000,0.0,0.18013856812933027,0.5,0.5,0.0,0.5,0.5,0.0
180000,0.8571428571428571,0.9999999999999999,0.25,0.5,0.0,0.0,1.0,1.0
10500,0.2857142857142857,0.5034642032332562,0.25,1.0,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.4110854503464203,0.375,1.0,0.0,1.0,0.0,0.4
32000,0.5714285714285714,0.5958429561200923,0.5,1.0,0.0,0.5,0.5,0.4
15000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.0,0.5,0.5,0.8000000000000002
21000,0.5714285714285714,0.45727482678983833,0.375,0.5,0.0,0.0,0.5,0.8000000000000002
12000,0.2857142857142857,0.4110854503464203,0.25,0.5,0.0,1.0,0.5,0.4
7000,0.0,0.3648960739030023,0.375,0.5,0.0,1.0,0.5,0.0
15000,0.2857142857142857,0.3418013856812933,0.375,1.0,0.0,1.0,0.5,0.4
11400,0.2857142857142857,0.5034642032332562,0.5,0.5,0.0,1.0,0.0,0.4
15000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.0,0.5,0.5,0.4
19000,0.2857142857142857,0.45727482678983833,0.25,0.5,0.0,0.5,0.5,0.4
27000,0.2857142857142857,0.45727482678983833,0.75,0.5,0.0,0.5,0.0,0.4
48000,0.5714285714285714,0.9191685912240184,0.5,0.5,0.0,0.5,0.5,0.8000000000000002
7000,0.0,0.24942263279445726,0.375,1.0,0.0,0.5,0.5,0.0
15000,0.2857142857142857,0.5173210161662817,0.25,1.0,0.0,1.0,1.0,0.4
10000,0.2857142857142857,0.27251732101616627,0.25,1.0,0.0,0.5,0.5,0.4
7000,0.0,0.041570438799076216,0.375,0.5,0.0,0.5,0.5,0.0
9000,0.2857142857142857,0.22632794457274827,0.5,1.0,0.0,0.5,0.5,0.0
8000,0.0,0.27251732101616627,0.25,1.0,0.0,1.0,0.5,0.0
35000,0.2857142857142857,0.5496535796766743,0.375,0.5,0.0,0.5,0.0,0.4
16000,0.2857142857142857,0.38799076212471134,0.375,1.0,0.0,0.5,0.5,0.4
4500,0.0,0.27251732101616627,0.375,1.0,0.0,1.0,0.5,0.0
16000,0.2857142857142857,0.27251732101616627,0.375,1.0,0.0,1.0,0.5,0.0
10000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,0.5,0.5,0.0
8000,0.0,0.18013856812933027,0.375,0.5,0.0,1.0,0.5,0.0
6000,0.0,0.18013856812933027,0.625,1.0,0.0,0.5,0.5,0.0
13000,0.2857142857142857,0.45727482678983833,0.375,0.5,0.0,1.0,0.5,0.4
10000,0.2857142857142857,0.5496535796766743,0.25,1.0,0.0,0.5,0.5,0.4
55000,0.5714285714285714,0.7357967667436489,1.0,0.5,0.0,0.5,0.5,0.8000000000000002
15000,0.5714285714285714,0.5496535796766743,0.25,1.0,0.0,0.5,1.0,0.8000000000000002
12000,0.0,0.18937644341801385,0.5,0.5,0.0,0.5,0.5,0.0
9000,0.2857142857142857,0.5496535796766743,0.625,1.0,0.0,0.5,0.5,0.4
36000,0.5714285714285714,0.8133949191685912,1.0,1.0,0.0,0.5,0.5,0.8000000000000002
37000,0.5714285714285714,0.5496535796766743,0.5,1.0,0.0,0.5,0.5,0.8000000000000002
6000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,1.0,0.5,0.0
17000,0.0,0.27713625866050806,1.0,1.0,0.0,0.5,0.5,0.0
8000,0.0,0.3648960739030023,0.625,1.0,0.0,1.0,0.5,0.0
7500,0.0,0.24942263279445726,0.5,1.0,0.0,0.5,0.5,0.0
9500,0.2857142857142857,0.3418013856812933,0.375,1.0,0.0,0.5,0.5,0.0
13500,0.2857142857142857,0.3187066974595843,0.375,0.5,0.0,0.5,0.0,0.4
9000,0.0,0.27251732101616627,0.5,0.5,0.0,0.5,0.5,0.0
7000,0.0,0.16166281755196305,0.25,1.0,0.0,1.0,0.5,0.0
12000,0.2857142857142857,0.3648960739030023,0.5,1.0,0.0,1.0,0.5,0.4
100000,0.8571428571428571,0.9999999999999999,1.0,0.5,0.0,0.5,0.5,1.0
12000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.0,1.0,0.5,0.4
8500,0.0,0.21709006928406466,0.5,1.0,0.0,0.0,0.5,0.0
18000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.0,0.5,0.5,0.4
11000,0.0,0.3648960739030023,0.25,1.0,0.0,0.5,1.0,0.0
18000,0.5714285714285714,0.4110854503464203,0.5,1.0,0.0,0.0,0.5,0.4
17000,0.5714285714285714,0.6651270207852193,0.25,1.0,0.0,0.5,0.5,0.8000000000000002
6500,0.0,0.18013856812933027,0.25,1.0,0.0,1.0,0.5,0.0
11500,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,0.5,0.5,0.4
22000,0.2857142857142857,0.45727482678983833,0.5,0.5,0.0,0.5,0.5,0.4
13000,0.0,0.20323325635103925,0.625,0.5,0.0,0.0,0.5,0.0
20000,0.5714285714285714,0.3524249422632795,0.5,0.5,0.0,0.5,0.0,0.4
10000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.0,0.5,0.5,0.4
15000,0.2857142857142857,0.45727482678983833,0.5,1.0,0.0,1.0,0.5,0.4
8000,0.0,0.06466512702078521,0.5,1.0,0.0,1.0,0.5,0.0
12000,0.2857142857142857,0.394919168591224,0.375,1.0,0.0,0.5,0.5,0.4
20000,0.0,0.27251732101616627,0.375,1.0,0.0,0.5,0.5,0.0
20000,0.2857142857142857,0.3648960739030023,0.5,1.0,0.0,0.5,0.5,0.0
8000,0.0,0.08775981524249422,0.25,1.0,0.0,0.5,0.5,0.0
11000,0.0,0.27251732101616627,0.375,0.5,0.0,1.0,0.0,0.4
40000,0.5714285714285714,0.8452655889145496,0.875,0.5,0.0,0.5,0.5,0.4
10000,0.2857142857142857,0.3648960739030023,0.5,1.0,0.0,0.5,0.5,0.4
30000,0.5714285714285714,0.7344110854503464,0.5,0.5,0.0,0.5,1.0,0.4
8000,0.2857142857142857,0.27251732101616627,0.375,1.0,0.0,1.0,0.5,0.0
15000,0.2857142857142857,0.5034642032332562,0.625,0.5,0.0,1.0,0.0,0.4
12000,0.2857142857142857,0.4341801385681293,0.375,1.0,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.4133949191685912,0.625,1.0,0.0,0.5,1.0,0.4
20000,0.5714285714285714,0.5496535796766743,0.25,0.5,0.0,0.5,0.0,0.4
13000,0.5714285714285714,0.45727482678983833,0.375,1.0,0.0,0.5,0.5,0.0
17500,0.2857142857142857,0.4942263279445728,0.375,1.0,0.0,0.0,0.5,0.4
8000,0.0,0.27251732101616627,0.25,1.0,0.0,0.5,0.5,0.0
8500,0.2857142857142857,0.45727482678983833,0.25,1.0,0.0,0.5,0.5,0.4
7500,0.0,0.27251732101616627,0.375,1.0,0.0,0.5,0.5,0.0
22000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.0,0.5,0.5,0.4
6000,0.0,0.13394919168591224,0.25,1.0,0.0,1.0,0.5,0.0
32900,0.2857142857142857,0.5496535796766743,0.625,0.5,0.0,0.0,0.5,0.0
15000,0.2857142857142857,0.3648960739030023,0.375,1.0,0.0,0.0,0.5,0.0
10000,0.2857142857142857,0.24249422632794457,0.625,1.0,0.0,1.0,0.5,0.0
10000,0.2857142857142857,0.3648960739030023,0.375,1.0,0.0,1.0,0.5,0.4
21000,0.5714285714285714,0.5307159353348729,0.75,1.0,0.0,1.0,0.5,0.4
63000,0.8571428571428571,0.9999999999999999,1.0,0.5,0.0,1.0,0.0,1.0
6900,0.0,0.018475750577367205,0.25,0.5,0.0,0.5,0.0,0.0
14000,0.2857142857142857,0.3187066974595843,0.5,1.0,0.0,1.0,0.5,0.0
14500,0.0,0.24942263279445726,0.75,1.0,0.0,0.5,0.0,0.0
6500,0.0,0.3187066974595843,0.5,1.0,0.0,0.5,0.5,0.0
13000,0.2857142857142857,0.27251732101616627,0.375,1.0,0.0,1.0,0.5,0.4
8000,0.2857142857142857,0.27251732101616627,0.375,1.0,0.0,0.5,0.5,0.0
18000,0.2857142857142857,0.45727482678983833,0.5,1.0,0.0,0.5,0.5,0.0
20000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.0,0.5,0.5,0.8000000000000002
14000,0.0,0.3418013856812933,0.625,0.5,0.0,0.5,0.5,0.0
50000,0.8571428571428571,0.9999999999999999,0.875,1.0,0.0,0.0,0.5,1.0
14500,0.2857142857142857,0.45265588914549654,0.375,1.0,0.0,1.0,0.5,0.4
15000,0.2857142857142857,0.5958429561200923,0.25,1.0,0.0,0.0,0.5,0.4
11500,0.0,0.24942263279445726,0.5,0.5,0.0,0.5,0.5,0.0
15000,0.5714285714285714,0.6235565819861432,0.875,1.0,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.27251732101616627,0.5,0.5,0.0,0.5,0.0,0.4
18000,0.2857142857142857,0.5496535796766743,0.25,0.5,0.0,0.5,0.5,0.4
15000,0.2857142857142857,0.48036951501154734,0.375,1.0,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.3833718244803695,0.5,1.0,0.0,0.5,0.5,0.4
25000,0.2857142857142857,0.48036951501154734,0.375,1.0,0.0,0.5,0.5,0.4
150000,0.5714285714285714,0.9999999999999999,0.5,0.5,0.0,0.0,0.5,1.0
10000,0.0,0.22632794457274827,0.5,1.0,0.0,1.0,0.5,0.0
8000,0.2857142857142857,0.4110854503464203,0.375,1.0,0.0,0.5,0.5,0.0
40000,0.2857142857142857,0.5958429561200923,0.5,0.5,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.27251732101616627,0.5,1.0,0.0,1.0,0.5,0.0
16000,0.2857142857142857,0.4110854503464203,0.625,0.5,0.0,0.5,0.5,0.0
23000,0.2857142857142857,0.5034642032332562,0.5,0.5,0.0,0.5,0.5,0.4
25000,0.2857142857142857,0.5034642032332562,0.5,0.5,0.0,0.5,0.5,0.4
7000,0.0,0.27251732101616627,0.5,1.0,0.0,1.0,0.5,0.0
17500,0.2857142857142857,0.5727482678983833,0.375,0.5,0.0,1.0,0.0,0.4
10000,0.0,0.18706697459584296,0.625,0.5,0.0,0.5,0.5,0.0
39000,0.5714285714285714,0.5496535796766743,0.375,1.0,0.0,0.0,0.5,0.8000000000000002
22000,0.5714285714285714,0.5496535796766743,0.75,0.5,0.0,1.0,0.0,0.4
18000,0.2857142857142857,0.45727482678983833,0.5,1.0,0.0,0.5,1.0,0.4
23000,0.2857142857142857,0.5958429561200923,0.625,1.0,0.0,0.0,0.5,0.4
20000,0.2857142857142857,0.5265588914549653,0.5,0.5,0.0,1.0,0.5,0.4
10000,0.0,0.20323325635103925,0.625,0.5,0.0,0.5,0.5,0.0
15000,0.0,0.27251732101616627,0.875,0.5,0.0,0.5,0.5,0.0
17000,0.2857142857142857,0.45727482678983833,0.625,1.0,0.0,0.5,0.5,0.4
56000,0.5714285714285714,0.8729792147806004,1.0,0.5,0.0,1.0,0.0,0.8000000000000002
43000,0.5714285714285714,0.7806004618937644,0.625,0.5,0.0,0.5,0.5,0.8000000000000002
25000,0.2857142857142857,0.5034642032332562,0.5,0.5,0.0,0.5,0.5,0.4
9000,0.0,0.22632794457274827,0.375,0.5,0.0,0.5,0.5,0.0
31000,0.5714285714285714,0.8069284064665126,1.0,1.0,0.0,0.5,0.5,0.8000000000000002
6000,0.0,0.13394919168591224,0.25,1.0,0.0,0.5,0.5,0.0
5000,0.0,0.22632794457274827,0.5,1.0,0.0,0.5,0.5,0.0
16000,0.2857142857142857,0.5496535796766743,0.25,1.0,0.0,1.0,0.0,0.4
20000,0.0,0.3648960739030023,0.25,0.5,0.0,0.5,1.0,0.0
28000,0.5714285714285714,0.5870669745958429,0.5,1.0,0.0,0.5,0.5,0.8000000000000002
18000,0.2857142857142857,0.6651270207852193,0.25,0.5,0.0,0.5,0.5,0.4
12000,0.0,0.27251732101616627,0.625,1.0,0.0,0.5,0.0,0.0
20000,0.2857142857142857,0.44803695150115475,0.625,1.0,0.0,0.0,1.0,0.4
25000,0.5714285714285714,0.6882217090069284,0.375,1.0,0.0,0.5,0.0,0.8000000000000002
35000,0.5714285714285714,0.8267898383371823,0.375,1.0,0.0,0.5,0.5,0.8000000000000002
7000,0.0,0.18013856812933027,0.375,1.0,0.0,1.0,0.5,0.0
7500,0.0,0.27251732101616627,0.25,0.5,0.0,1.0,0.0,0.0
14000,0.2857142857142857,0.5034642032332562,0.25,0.5,0.0,0.5,0.5,0.4
20000,0.2857142857142857,0.5034642032332562,0.375,0.5,0.0,0.5,0.0,0.4
380000,0.8571428571428571,0.9999999999999999,0.5,0.5,0.0,0.5,0.0,1.0
21000,0.2857142857142857,0.5034642032332562,0.5,0.5,0.0,1.0,0.5,0.4
15000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,0.5,0.5,0.4
5500,0.0,0.27251732101616627,0.375,0.5,0.0,1.0,0.0,0.0
10000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.0,1.0,0.5,0.4
7000,0.0,0.11085450346420322,0.375,1.0,0.0,0.5,0.5,0.0
11500,0.2857142857142857,0.5496535796766743,0.5,1.0,0.0,0.5,0.5,0.0
22000,0.5714285714285714,0.6651270207852193,0.25,1.0,0.0,0.5,0.5,0.8000000000000002
19000,0.2857142857142857,0.5593533487297921,0.5,0.5,0.0,1.0,0.0,0.4
15000,0.2857142857142857,0.5727482678983833,0.375,1.0,0.0,0.5,0.5,0.4
10500,0.2857142857142857,0.3187066974595843,0.25,0.5,0.0,0.5,1.0,0.0
12000,0.2857142857142857,0.3187066974595843,0.375,0.5,0.0,0.5,0.5,0.4
7000,0.0,0.08775981524249422,0.5,1.0,0.0,0.5,0.5,0.0
15000,0.2857142857142857,0.5496535796766743,0.25,0.5,0.0,0.5,0.5,0.4
23000,0.2857142857142857,0.27251732101616627,0.625,1.0,0.0,0.5,0.5,0.4
6500,0.0,0.27251732101616627,0.625,1.0,0.0,0.5,0.5,0.0
29000,0.5714285714285714,0.8267898383371823,0.625,0.5,0.0,0.5,0.5,0.8000000000000002
12000,0.2857142857142857,0.4110854503464203,0.25,0.5,0.0,1.0,0.5,0.4
10000,0.2857142857142857,0.45727482678983833,0.5,1.0,0.0,0.5,0.0,0.4
12500,0.2857142857142857,0.22632794457274827,0.375,0.5,0.0,0.5,0.5,0.4
32000,0.5714285714285714,0.8267898383371823,0.375,1.0,0.0,0.5,0.5,0.8000000000000002
8000,0.0,0.18752886836027716,1.0,1.0,0.0,1.0,0.5,0.0
10500,0.2857142857142857,0.27251732101616627,0.625,1.0,0.0,0.5,0.5,0.0
6000,0.0,0.18013856812933027,0.375,1.0,0.0,1.0,0.5,0.0
16000,0.5714285714285714,0.5496535796766743,0.5,1.0,0.0,0.5,0.5,0.4
45000,0.5714285714285714,0.7344110854503464,0.375,0.5,0.0,0.5,0.5,0.8000000000000002
6000,0.0,0.22632794457274827,0.25,1.0,0.0,0.5,0.5,0.0
5000,0.0,0.22632794457274827,0.375,1.0,0.0,0.5,1.0,0.0
14000,0.5714285714285714,0.8267898383371823,0.875,1.0,0.0,0.5,0.5,0.8000000000000002
20000,0.2857142857142857,0.4110854503464203,0.25,0.5,0.0,0.0,0.5,0.4
11000,0.0,0.24942263279445726,0.625,0.5,0.0,0.5,0.5,0.0
5500,0.0,0.27251732101616627,0.375,1.0,0.0,1.0,0.0,0.0
55000,0.5714285714285714,0.8267898383371823,0.375,0.5,0.0,1.0,0.0,0.8000000000000002
15000,0.2857142857142857,0.446189376443418,0.375,1.0,0.0,0.5,0.5,0.0
8500,0.0,0.15704387990762125,0.5,1.0,0.0,0.5,0.5,0.0
15000,0.2857142857142857,0.5034642032332562,0.25,0.5,0.0,0.5,0.5,0.4
12000,0.2857142857142857,0.22632794457274827,0.5,1.0,0.0,1.0,0.5,0.0
7500,0.0,0.27251732101616627,0.625,0.5,0.0,0.5,0.0,0.0
16000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.0,0.5,0.5,0.4
20000,0.2857142857142857,0.5265588914549653,0.5,0.5,0.0,0.0,1.0,0.4
14500,0.2857142857142857,0.38799076212471134,0.25,1.0,0.0,0.5,0.5,0.4
6000,0.0,0.27251732101616627,0.5,1.0,0.0,0.5,0.5,0.0
